CurrentPath,CurrentName,ProposedTSI01Path,ProposedName,Status,Error
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 1 — System Overview & Purpose\1.3 IMS-Driven Design Principles,TSI — SAI-COM IMS-DRIVEN DESIGN PRINCIPLES.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_8de0fd01.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 1 — System Overview & Purpose\1.1 SAI-COM Overview (What It Is),TSI—SAI-COM OVERVIEW v1.0 MASTER.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_a112c28e.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 10 — SAI-COM Roadmap (V1 → V2 → V3)\10.5 Predictive Analytics Roadmap,TSI — PREDICTIVE ANALYTICS ROADMAP.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_a0726e54.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 10 — SAI-COM Roadmap (V1 → V2 → V3)\10.3 Smart Tools Integration Roadmap,TSI — SMART TOOLS INTEGRATION ROADMAP.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_9012e489.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 10 — SAI-COM Roadmap (V1 → V2 → V3)\10.2 AI Capability Roadmap,TSI — AI CAPABILITY ROADMAP v1.0 MASTER.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_85637c78.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 10 — SAI-COM Roadmap (V1 → V2 → V3)\10.4 IMS Automation Roadmap,TSI — IMS AUTOMATION ROADMAP.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_7d5743fd.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 10 — SAI-COM Roadmap (V1 → V2 → V3)\10.1 SAI-COM Version Roadmap,TSI — SAI-COM VERSION ROADMAP (V1 → V3).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_6b08e7ee.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 5 — API Framework\5.3 Device Upload API (Smart Glasses Helmets),TSI — DEVICE UPLOAD API (SMART TOOLS).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_8d6a1593.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 5 — API Framework\5.4 Vision Processing Pipeline API,TSI — VISION PROCESSING PIPELINE API v1.0 MASTER.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_51bd2960.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 5 — API Framework\5.1 REST API Endpoints (External),TSI — SAI-COM REST API ENDPOINTS (EXTERNAL) v1.0 MASTER.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_f2c070f5.gdoc,OK,
