CurrentPath,CurrentName,ProposedTSI01Path,ProposedName,Status,Error
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-03 — Instruction Chain Hierarchy,TSI-OS 02-03 — Instruction Chain Hierarchy.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_84b2608e.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-06 — Legal Documents Standard,TSI-OS 03-06 — Legal Documents Standard (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_b95a610b.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-04 — Approval Workflow,TSI-OS 03-04 — Approval Workflow (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_4ef468f5.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-07 — Versioning Format,TSI-OS 03-07 — Versioning Format.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_efb0c7bb.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-01 — Naming Convention,TSI-OS 03-01 — Naming Convention (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_8a0f4fd4.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-03 — Document Types,TSI-OS 03-03 — Document Types (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_0208fafb.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-05 — Execution Only Documents,TSI-OS 03-05 — Execution Only Documents (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_b78775ef.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-08 — Disposal & Archive Rules,TSI-OS 03-08 — Disposal & Archive Rules (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_3ae6bcb2.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-02 — Folder Standard,TSI-OS 03-02 — Folder Standard (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_679a34d4.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 08 - ACP v3 (AI Continuity Protocol)\5. ERROR RECOVERY  ACP v3 RESTORE PROCEDURE,ERROR RECOVERY  ACP v3 RESTORE PROCEDURE.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_f952b914.gdoc,OK,
