CurrentPath,CurrentName,ProposedTSI01Path,ProposedName,Status,Error
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-08  TSI Divisions,TSI-OS 01-08 — TSI Divisions Overview (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_c3fac9e0.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-07  Training Matrix,TSI-OS 01-07 — Training Matrix.gsheet,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_2b46920a.gsheet,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-04  Document Homes,TSI-OS 01-04 — Document Homes (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_dfdbbed6.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 01 - Master Control Index (MCI)\OS-01-05  Emergency OS Restore Procedure,TSI-OS 01-05 — Emergency OS Restore Procedure (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_e0a1fd8b.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-05 — Brand Strategy Framework,TSI-OS 05-05 — Brand Strategy Framework (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_3b4da97b.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-01 — Enterprise Build Strategy,TSI-OS 05-01 — Enterprise Build Strategy (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_fd77201e.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-02 — 3-Year Roadmap,TSI-OS 05-02 — Three-Year Roadmap (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_42deb090.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-04 — Quarterly OKRs,TSI-OS 05-04 — Quarterly OKRs (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_8b471067.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-03 — Annual Plan Template,TSI-OS 05-03 — Annual Plan Template (v1.0).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_fce4fe89.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-01 — AI CONTINUITY PROTOCOL (ACP v3),TSI-OS 02-01 — AI CONTINUITY PROTOCOL (ACP v3).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_ac6b341b.gdoc,OK,
