CurrentPath,CurrentName,ProposedTSI01Path,ProposedName,Status,Error
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 5 — API Framework\5.5 Export   IMS Integration API,TSI — EXPORT & IMS INTEGRATION API.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_5b44fda0.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 5 — API Framework\5.2 Internal API Endpoints (SAI  -  SAI-COM),TSI - INTERNAL API ENDPOINTS.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_87ed6cfa.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.5 Audit Trail Requirements,TSI — AUDIT TRAIL REQUIREMENTS.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_badc9a67.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.1 Evidence Storage Model (Photo Video),TSI — EVIDENCE STORAGE MODEL (PHOTO VIDEO).gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_836a17c7.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.4 Device Telemetry Storage,TSI — DEVICE TELEMETRY STORAGE.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_65a1e1c2.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.3 User & Contractor Records,TSI — USER & CONTRACTOR RECORD STORAGE.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_0263d8e3.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.2 Assessment Storage Model,TSI — ASSESSMENT STORAGE MODEL.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_0a7c8edc.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.1 Worker Mobile Dashboard,TSI — WORKER MOBILE DASHBOARD v1.0 MASTER.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_c0b1e5ec.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.3 Enterprise Dashboard (Executives),TSI — ENTERPRISE DASHBOARD (EXECUTIVES) v1.0 MASTER.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_a038c46a.gdoc,OK,
G:\Shared drives\1. Corporate\TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.5 Digi-Board Sync Module,TSI—DIGI-BOARD SYNC MODULE v1.0 MASTER.gdoc,TSI-01 DocControl.GOOGLE\INCOMING\,TSI-SHORT_307d2883.gdoc,OK,
