BatchId,SourceDrive,CurrentPath,CurrentName,CurrentType,ProposedTSI01Path,ProposedName,RenameReason,Confidence,Decision,CanonicalSecurityLocation
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\Board & Executive,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Board & Executive,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\05. Communications\Official Templates,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Official Templates,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\05. Communications\Announcements,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Announcements,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\05. Communications\Internal,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Internal,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\05. Communications\External,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,External,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\04. Finance (Executive Copies Only)\Investor Pack,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Investor Pack,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\04. Finance (Executive Copies Only)\Financial Reports,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Financial Reports,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\04. Finance (Executive Copies Only)\Budgets,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Budgets,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\04. Finance (Executive Copies Only)\Capital Raising,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Capital Raising,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq03,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\04. Finance (Executive Copies Only)\Forecasting,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Forecasting,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
