BatchId,SourceDrive,CurrentPath,CurrentName,CurrentType,ProposedTSI01Path,ProposedName,RenameReason,Confidence,Decision,CanonicalSecurityLocation
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.5 Audit Trail Requirements\TSI — AUDIT TRAIL REQUIREMENTS.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — AUDIT TRAIL REQUIREMENTS.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.1 Evidence Storage Model (Photo Video)\TSI — EVIDENCE STORAGE MODEL (PHOTO VIDEO).gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — EVIDENCE STORAGE MODEL (PHOTO VIDEO).gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.4 Device Telemetry Storage\TSI — DEVICE TELEMETRY STORAGE.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — DEVICE TELEMETRY STORAGE.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.3 User & Contractor Records\TSI — USER & CONTRACTOR RECORD STORAGE.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — USER & CONTRACTOR RECORD STORAGE.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 4 — Databases & Storage\4.2 Assessment Storage Model\TSI — ASSESSMENT STORAGE MODEL.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — ASSESSMENT STORAGE MODEL.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.1 Worker Mobile Dashboard\TSI — WORKER MOBILE DASHBOARD v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — WORKER MOBILE DASHBOARD v1.0 MASTER.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.3 Enterprise Dashboard (Executives)\TSI — ENTERPRISE DASHBOARD (EXECUTIVES) v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — ENTERPRISE DASHBOARD (EXECUTIVES) v1.0 MASTER.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.5 Digi-Board Sync Module\TSI—DIGI-BOARD SYNC MODULE v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI—DIGI-BOARD SYNC MODULE v1.0 MASTER.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.2 Supervisor Dashboard\TSI — SUPERVISOR DASHBOARD v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — SUPERVISOR DASHBOARD v1.0 MASTER.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq23,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER)\Folder 7 — DASHBOARDS & USER INTERFACE\7.4 Contractor Onboarding Dashboard\TSI — CONTRACTOR ONBOARDING DASHBOARD v1.0 MASTER.gdoc,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI — CONTRACTOR ONBOARDING DASHBOARD v1.0 MASTER.gdoc,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
