BatchId,SourceDrive,CurrentPath,CurrentName,CurrentType,ProposedTSI01Path,ProposedName,RenameReason,Confidence,Decision,CanonicalSecurityLocation
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-03 — Annual Plan Template,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 05-03 — Annual Plan Template,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 05 - Foundational Strategy Stack\TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER),dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 05-06 — SAI-COM (SaaS Framework) Architecture (v1.0 MASTER),Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-02 — Command Words Register,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 02-02 — Command Words Register,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-01 — AI CONTINUITY PROTOCOL (ACP v3),dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 02-01 — AI CONTINUITY PROTOCOL (ACP v3),Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-03 — Instruction Chain Hierarchy,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 02-03 — Instruction Chain Hierarchy,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 02 - Governance Rules for AI Assistants\TSI-OS 02-04 — AI Agent Register.gsheet,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 02-04 — AI Agent Register.gsheet,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-06 — Legal Documents Standard,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 03-06 — Legal Documents Standard,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-04 — Approval Workflow,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 03-04 — Approval Workflow,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-07 — Versioning Format,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 03-07 — Versioning Format,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-02_06-45-20_seq08,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance\TSI Operating System\TSI-OS 03 - DocControl Standard Operating Procedure (v1)\TSI-OS 03-01 — Naming Convention,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSI-OS 03-01 — Naming Convention,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
