BatchId,SourceDrive,CurrentPath,CurrentName,CurrentType,ProposedTSI01Path,ProposedName,RenameReason,Confidence,Decision,CanonicalSecurityLocation
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,TSi — Corporate,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,desktop.ini,File,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,desktop.ini,Migrate: 1. Corporate to DocControl,High,EXECUTE,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\06. Security & Access Control,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,06. Security & Access Control,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\03. Strategy,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,03. Strategy,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\01. Corporate Governance,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,01. Corporate Governance,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\05. Communications,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,05. Communications,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\04. Finance (Executive Copies Only),dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,04. Finance (Executive Copies Only),Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\02. Legal folder,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,02. Legal folder,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\06. Security & Access Control\Permissions Matrix,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Permissions Matrix,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
Batch_MIGRATE_1__Corporate_2026-03-01_17-58-04_seq01,1. Corporate,G:\Shared drives\1. Corporate,TSi — Corporate\06. Security & Access Control\Access Requests,dir,TSI-01 DocControl.GOOGLE\99_INBOX\UNCLASSIFIED\1. Corporate,Access Requests,Migrate: 1. Corporate to DocControl,High,SKIP_PRECHECK,Internal
